detail_id,invoice_id,product_id,quantity,unit_price,total_amount
20d8fc5c-f749-42a1-ac6a-d9c6d5d64692,39a19a53-c3c3-4bc9-821d-6dc4f0cbd8f6,a6f7c96f-e981-4327-9aa2-dfa1c3970855,61,680,41480
1d22831f-91b9-4e8d-ae1e-950609b03035,39a19a53-c3c3-4bc9-821d-6dc4f0cbd8f6,f6542ef0-fa58-40a4-8b04-443525808af8,64,738,47232
e6e50366-9116-467c-9a87-4a1a2cb495f5,6e249e30-3ee9-46c0-ad8b-8597dde7f623,8703f81e-c162-4651-bafe-4ef0600fb628,23,219,5037
8b0e88dd-360c-402e-b94c-66ae096d7ed2,6e249e30-3ee9-46c0-ad8b-8597dde7f623,e1f8a9b9-ec1f-4951-b427-9548401a0977,29,830,24070
1239d224-694f-4a9e-964f-e7a4b8777da7,6e249e30-3ee9-46c0-ad8b-8597dde7f623,f6542ef0-fa58-40a4-8b04-443525808af8,98,223,21854
af112ee5-4ee2-40ae-9a27-7c8d846cba7c,6e249e30-3ee9-46c0-ad8b-8597dde7f623,ca2cf83e-ceaa-409d-9932-859e047977d6,5,787,3935
eab47ee6-bc19-4b67-bdc6-69296aab5c0c,4f8a2167-32f4-46a4-8962-5f4bcef5c4b9,9ff69c9e-a9f3-4e67-8ce9-c4bc61bf367c,16,447,7152
7e8c980a-1a32-4cc2-b03e-663f214836f1,4f8a2167-32f4-46a4-8962-5f4bcef5c4b9,74cf46f1-1385-490b-9916-820cb57e6788,43,127,5461
69993b1e-25dc-4820-863e-0d78ee6db15f,4f8a2167-32f4-46a4-8962-5f4bcef5c4b9,a6f7c96f-e981-4327-9aa2-dfa1c3970855,60,188,11280
8ac9cf5d-e63a-46a9-9dbd-04af21312116,4f8a2167-32f4-46a4-8962-5f4bcef5c4b9,dbe68dc0-caea-4177-b94a-33c6ba441a7a,5,524,2620
07ea9eb4-29e1-45c0-9a9a-8e123a578edb,4f8a2167-32f4-46a4-8962-5f4bcef5c4b9,d69f87fa-5ccf-4bcb-8979-a13c45a2d8b5,25,322,8050
943f6b7c-65d7-4b21-9ce2-804c263cd299,c68ba68c-8e1c-4815-86c4-f9830d48e665,60921fa8-a0eb-4955-abc4-2e7a91ae829c,68,51,3468
60729aed-7159-4b52-8029-44b029f46110,c68ba68c-8e1c-4815-86c4-f9830d48e665,ca326934-521f-4df7-852d-23aebf897ae4,21,153,3213
a873f6e9-5a3d-4352-b37b-20a64c970358,c68ba68c-8e1c-4815-86c4-f9830d48e665,ca2cf83e-ceaa-409d-9932-859e047977d6,55,725,39875
f6b8ae7c-f3a4-4907-8e0c-5c7ecc5d4a43,5116f53f-3e73-479c-bd31-b4b51f463a93,74cf46f1-1385-490b-9916-820cb57e6788,75,209,15675
570dea46-d00c-45b3-8480-58d5e5c12e7d,5116f53f-3e73-479c-bd31-b4b51f463a93,f6542ef0-fa58-40a4-8b04-443525808af8,54,871,47034
be1bf0dc-fa0f-4e3f-b04e-b113f91c1862,5116f53f-3e73-479c-bd31-b4b51f463a93,ad9ecb23-4b8c-463a-82f8-afb3c98a2ae9,17,675,11475
1b28c3b4-3e14-44d2-aa90-52b257df9cab,5116f53f-3e73-479c-bd31-b4b51f463a93,6b5b09d6-ebd5-45b1-855d-e8d9149f1ae5,38,570,21660
17af3e97-239f-437b-8f40-e58070a841d7,1106dffd-b401-4649-849e-f2c8f7ce29d6,dbe68dc0-caea-4177-b94a-33c6ba441a7a,18,653,11754
941b510a-2b65-45cb-9d0e-c8dd866cbeba,1106dffd-b401-4649-849e-f2c8f7ce29d6,8703f81e-c162-4651-bafe-4ef0600fb628,35,405,14175
9ceacc95-a664-40f2-94e3-d95147ee16c6,1106dffd-b401-4649-849e-f2c8f7ce29d6,e4e721f7-4967-4ef9-85d8-6281b52c7cd9,6,889,5334
31184238-2eb9-414d-a0fd-816c5ff291e7,6e986596-bbac-4d7b-857b-ebad18bf2d7d,74cf46f1-1385-490b-9916-820cb57e6788,93,527,49011
f10c192c-32a6-4443-8200-55d44f1ce2b0,6e986596-bbac-4d7b-857b-ebad18bf2d7d,a6f7c96f-e981-4327-9aa2-dfa1c3970855,77,122,9394
6ed9b1bc-4630-45f8-9c37-e17cf153d170,5376e826-3078-42eb-b101-5bea4b4610aa,05aa27ae-0e8a-469a-9eaa-ef642a7e7b62,92,688,63296
9be2dc12-2a21-4eb3-bf43-3565c92b7e31,5376e826-3078-42eb-b101-5bea4b4610aa,ca326934-521f-4df7-852d-23aebf897ae4,20,666,13320
84bc0406-98f7-418e-8b61-fda4e58999ab,5376e826-3078-42eb-b101-5bea4b4610aa,9ff69c9e-a9f3-4e67-8ce9-c4bc61bf367c,72,169,12168
7fd4ea1a-d3e1-4d22-8146-57f952509f26,5376e826-3078-42eb-b101-5bea4b4610aa,ac0200b2-49d0-4920-a09f-aebf7a8982b7,28,497,13916
ff672c00-bc43-426e-b46c-bf0fae48833a,5376e826-3078-42eb-b101-5bea4b4610aa,f6542ef0-fa58-40a4-8b04-443525808af8,14,393,5502
22839eb6-250e-4288-8ffe-4c0c46ed1473,cbbb3433-29ce-4d55-b486-a2a4834ab9ae,ca2cf83e-ceaa-409d-9932-859e047977d6,44,869,38236
ca099eb5-7cdd-4ee8-ac6a-4ce987b71640,cbbb3433-29ce-4d55-b486-a2a4834ab9ae,9c6fa66f-dacc-46b5-8ff5-33325701b853,42,977,41034
9ab50847-c50c-489a-9cf0-462a681fef01,cbbb3433-29ce-4d55-b486-a2a4834ab9ae,d69f87fa-5ccf-4bcb-8979-a13c45a2d8b5,57,881,50217
b9910c29-b49c-4ad1-aeb6-3e96fc9d69ba,cbbb3433-29ce-4d55-b486-a2a4834ab9ae,ad9ecb23-4b8c-463a-82f8-afb3c98a2ae9,96,489,46944
3a22686a-62fa-409a-812a-f1c58279ccd2,e961d7b5-25ed-41ac-a875-5748516e8145,ca2cf83e-ceaa-409d-9932-859e047977d6,23,706,16238
f2401998-94e9-4d08-9a34-0b03d03c8f6b,e961d7b5-25ed-41ac-a875-5748516e8145,dbe68dc0-caea-4177-b94a-33c6ba441a7a,27,953,25731
cbf3f14e-fb10-4394-995d-b2b2d39508dd,e961d7b5-25ed-41ac-a875-5748516e8145,74cf46f1-1385-490b-9916-820cb57e6788,1,757,757
b0814493-11d5-4c4a-b9f2-aa249bf77484,e961d7b5-25ed-41ac-a875-5748516e8145,ca326934-521f-4df7-852d-23aebf897ae4,1,662,662
48bc5696-081e-420f-99ff-33ccd9debb42,6dc45c85-71ac-4770-9052-c74d521dd27e,9c6fa66f-dacc-46b5-8ff5-33325701b853,70,251,17570
f0a309ef-4ff2-4006-80a9-eb34a4f7654d,a3035d00-4a23-441c-ad49-d910fecf7385,9c6fa66f-dacc-46b5-8ff5-33325701b853,87,720,62640
ec313846-5ab6-46dd-bbe2-93eb76591ac0,a3035d00-4a23-441c-ad49-d910fecf7385,60921fa8-a0eb-4955-abc4-2e7a91ae829c,35,397,13895
950383e7-d1ff-4943-bf2c-53eea68be26e,a3035d00-4a23-441c-ad49-d910fecf7385,9ff69c9e-a9f3-4e67-8ce9-c4bc61bf367c,95,56,5320
cb2b9378-8e97-4753-a036-b866ad062237,a3035d00-4a23-441c-ad49-d910fecf7385,f6542ef0-fa58-40a4-8b04-443525808af8,75,969,72675
a2aeb707-3c94-42d3-b6fb-428a21e1d8f7,ba934bf3-cb9e-42cc-b823-d3c3b5e70e03,05aa27ae-0e8a-469a-9eaa-ef642a7e7b62,29,944,27376
961a6e9b-c04d-466c-9d23-cdf376a7fad3,ba934bf3-cb9e-42cc-b823-d3c3b5e70e03,ca326934-521f-4df7-852d-23aebf897ae4,64,148,9472
f86af903-6a2d-4432-8167-47d8b4ec4be4,ba934bf3-cb9e-42cc-b823-d3c3b5e70e03,ad9ecb23-4b8c-463a-82f8-afb3c98a2ae9,94,747,70218
e8d1b0b3-680a-4104-89e6-1d6d3dd4ab01,ba5320ff-d066-40bd-a083-349f4db267ba,d69f87fa-5ccf-4bcb-8979-a13c45a2d8b5,10,782,7820
d474d9a1-0963-42d0-b74f-5fe55238da81,ba5320ff-d066-40bd-a083-349f4db267ba,ca326934-521f-4df7-852d-23aebf897ae4,90,399,35910
b79ec045-6be8-4d01-ba13-df943ccc5f1c,3562d811-49f5-4c50-8294-88f19bd0ef32,e1f8a9b9-ec1f-4951-b427-9548401a0977,70,689,48230
7028d148-e83f-4960-b1b4-c67c8ecaac9f,3562d811-49f5-4c50-8294-88f19bd0ef32,2124bc8d-003d-4eb7-b00d-313ce2625ecf,71,749,53179
e193a3f8-2ee9-4088-88b5-9c6eb3c6bd28,3562d811-49f5-4c50-8294-88f19bd0ef32,dbe68dc0-caea-4177-b94a-33c6ba441a7a,11,597,6567
6ee95076-e480-4743-866d-ee19376cefdf,3562d811-49f5-4c50-8294-88f19bd0ef32,a6f7c96f-e981-4327-9aa2-dfa1c3970855,87,271,23577
ab0cf3fe-158f-4b14-8fe7-7e77f7cf91f4,29c47961-a864-4c0f-908f-e163d3a39c32,9ff69c9e-a9f3-4e67-8ce9-c4bc61bf367c,93,305,28365
11e17a58-8f4f-48c1-a427-99175cd6e661,6e9692db-d797-40dd-81c9-5ae2fa699e73,e4e721f7-4967-4ef9-85d8-6281b52c7cd9,73,733,53509
d6f0498d-36d2-4266-a95b-1e923d12249c,b84daacc-2cfd-4499-a265-5c4958d091b5,ca326934-521f-4df7-852d-23aebf897ae4,63,281,17703
878e897a-653e-440c-aa25-c56e9acfbf70,b84daacc-2cfd-4499-a265-5c4958d091b5,2b959f72-50bd-40bb-8866-9af791855f2d,59,413,24367
ae953b21-b20a-488f-954b-d9685537caf6,b84daacc-2cfd-4499-a265-5c4958d091b5,dbe68dc0-caea-4177-b94a-33c6ba441a7a,91,513,46683
6d1b8f9a-71fb-4ebe-acc1-ecb8a1d75b20,b84daacc-2cfd-4499-a265-5c4958d091b5,9c6fa66f-dacc-46b5-8ff5-33325701b853,18,871,15678
97032484-c177-47cf-9887-eb06ebfc626b,5af30edf-8e63-46ae-8d48-ca59b9495a3e,ac0200b2-49d0-4920-a09f-aebf7a8982b7,63,695,43785
1b15cadd-cddc-438e-ac3f-6b57fef85cbd,5af30edf-8e63-46ae-8d48-ca59b9495a3e,9ff69c9e-a9f3-4e67-8ce9-c4bc61bf367c,79,552,43608
18431d45-9b7f-4069-bc9d-8d79275b504b,5af30edf-8e63-46ae-8d48-ca59b9495a3e,60921fa8-a0eb-4955-abc4-2e7a91ae829c,47,850,39950
5ebdd81c-5de7-4384-9aeb-adb8ed8f2d10,5af30edf-8e63-46ae-8d48-ca59b9495a3e,dbe68dc0-caea-4177-b94a-33c6ba441a7a,84,449,37716
3b36a03e-b3ba-431f-9fd1-12292af181f5,ac14eeb0-d006-42fc-aeba-972d464b4be8,60921fa8-a0eb-4955-abc4-2e7a91ae829c,81,325,26325
655edbd8-0ba2-41b6-9ca2-762c30179ca4,ac14eeb0-d006-42fc-aeba-972d464b4be8,2b959f72-50bd-40bb-8866-9af791855f2d,23,939,21597
dfd713f6-7655-4fdb-86dc-a5abb24a0f14,ac14eeb0-d006-42fc-aeba-972d464b4be8,ca326934-521f-4df7-852d-23aebf897ae4,80,986,78880
1634712e-0b61-4be7-acb5-65f333d4b817,3d2aceeb-4ce4-440c-9c59-9013571b75a8,ca2cf83e-ceaa-409d-9932-859e047977d6,36,600,21600
c5467c89-353b-4ff4-bf0d-3d66ba557137,3d2aceeb-4ce4-440c-9c59-9013571b75a8,d69f87fa-5ccf-4bcb-8979-a13c45a2d8b5,81,971,78651
56fc580a-8826-47e2-ad64-40ab29b3092f,3d2aceeb-4ce4-440c-9c59-9013571b75a8,60921fa8-a0eb-4955-abc4-2e7a91ae829c,24,926,22224
1be60fea-ed29-4171-95f9-a93130b5fde1,3d2aceeb-4ce4-440c-9c59-9013571b75a8,ca326934-521f-4df7-852d-23aebf897ae4,79,945,74655
fafb13e5-b695-4d6c-8df8-7820707788f3,3d2aceeb-4ce4-440c-9c59-9013571b75a8,dbe68dc0-caea-4177-b94a-33c6ba441a7a,75,353,26475
1defa78e-fba4-487e-8204-c7e7da7429ce,371c7e2d-8243-4ef7-9142-0e63c81a7161,60921fa8-a0eb-4955-abc4-2e7a91ae829c,82,760,62320
4732d35b-eaa1-4913-97b1-f72559bb0465,371c7e2d-8243-4ef7-9142-0e63c81a7161,05aa27ae-0e8a-469a-9eaa-ef642a7e7b62,31,423,13113
9fd5e0b1-8388-4c17-8a77-8779f7d60211,df879254-030d-4b92-accd-d81e696eb0e3,ca326934-521f-4df7-852d-23aebf897ae4,36,288,10368
83aea334-c6bd-4a9e-8d15-6ab19fc9d675,dbdc2e63-c462-41a0-acaf-08caf09ccacc,05aa27ae-0e8a-469a-9eaa-ef642a7e7b62,24,332,7968
c70032f0-6124-4e5c-bb61-6d7ba84d9508,dbdc2e63-c462-41a0-acaf-08caf09ccacc,ca2cf83e-ceaa-409d-9932-859e047977d6,38,486,18468
7ef4a243-aaf6-4468-bb95-8de7ea18d844,dbdc2e63-c462-41a0-acaf-08caf09ccacc,60921fa8-a0eb-4955-abc4-2e7a91ae829c,84,249,20916
4777f811-52c8-4681-be8c-b440e23508b5,dbdc2e63-c462-41a0-acaf-08caf09ccacc,9ff69c9e-a9f3-4e67-8ce9-c4bc61bf367c,68,109,7412
2c7a12b0-761b-4510-8dbc-5b1c81145dcd,dbdc2e63-c462-41a0-acaf-08caf09ccacc,889c5b48-9adf-4b0a-b436-ea72dda94f2d,62,820,50840
11e382bb-94da-468c-8443-6c44f634c80b,7e6babfd-f295-42cb-a168-c286462c18b2,ac0200b2-49d0-4920-a09f-aebf7a8982b7,83,231,19173
1cb940a2-2cf6-4d41-b6fa-b801a72c0516,7e6babfd-f295-42cb-a168-c286462c18b2,6b5b09d6-ebd5-45b1-855d-e8d9149f1ae5,78,455,35490
6535bc4d-7de1-4ae1-beb7-33ef07b997af,e564f78e-495d-4995-a939-e9eb8b54a954,f6542ef0-fa58-40a4-8b04-443525808af8,35,81,2835
fc3787b1-67ef-4742-9765-95ec2e5a877c,e564f78e-495d-4995-a939-e9eb8b54a954,d8e4e854-a695-40a4-904e-86c6815aa6a4,28,431,12068
325edb3e-903f-44e2-952a-1ffb782b008e,e564f78e-495d-4995-a939-e9eb8b54a954,a6f7c96f-e981-4327-9aa2-dfa1c3970855,91,524,47684
38cec12c-dd7e-452a-8a7a-2b48d959b352,e564f78e-495d-4995-a939-e9eb8b54a954,e4e721f7-4967-4ef9-85d8-6281b52c7cd9,81,189,15309
8aa074ad-b2b3-4104-aa09-8d82e8419e2b,e564f78e-495d-4995-a939-e9eb8b54a954,2b959f72-50bd-40bb-8866-9af791855f2d,38,552,20976
506a4455-cd8e-4d6f-a88d-33efd22dd6a8,20735911-e781-44aa-9eff-cbfb76734aad,8703f81e-c162-4651-bafe-4ef0600fb628,54,860,46440
8a2e4724-ccb9-4ff0-bb3c-cbe0fe16e78d,20735911-e781-44aa-9eff-cbfb76734aad,7d8f9e92-f969-4301-9d0c-85a59a26df98,4,635,2540
2bdaf68c-b3e8-4fb7-ae44-d404fef10820,20735911-e781-44aa-9eff-cbfb76734aad,9c6fa66f-dacc-46b5-8ff5-33325701b853,7,148,1036
9721cef7-fd3c-4855-9cc0-c5bdcd4ec427,55f61049-3869-464a-8115-c66a1689ca12,9c6fa66f-dacc-46b5-8ff5-33325701b853,35,379,13265
abffda96-da33-4edd-a68c-eb97e35aad64,55f61049-3869-464a-8115-c66a1689ca12,05aa27ae-0e8a-469a-9eaa-ef642a7e7b62,42,935,39270
98baa1c5-e9ea-4a08-be84-f9754b8d5539,ee410d58-1112-4d32-b84c-35c94bd867d1,9ff69c9e-a9f3-4e67-8ce9-c4bc61bf367c,47,166,7802
b33a4a81-60d4-4e6e-a1d7-2254e07410aa,ec686c36-f7d8-453f-bd47-57a77040df79,dbe68dc0-caea-4177-b94a-33c6ba441a7a,24,979,23496
0f0ee06a-a0a5-4dd1-8121-b0871bb46274,ec686c36-f7d8-453f-bd47-57a77040df79,ad9ecb23-4b8c-463a-82f8-afb3c98a2ae9,95,475,45125
268caf5a-91ed-408d-ad24-7b963dd639fe,ec686c36-f7d8-453f-bd47-57a77040df79,f6542ef0-fa58-40a4-8b04-443525808af8,23,590,13570
fe95cca8-fd86-4db3-a9d3-11535146c57b,ec686c36-f7d8-453f-bd47-57a77040df79,9c6fa66f-dacc-46b5-8ff5-33325701b853,39,278,10842
74792f00-c434-44f8-a050-b02533bb9d02,8520dfdc-0e01-40b1-b5c3-d91a72fe538b,dbe68dc0-caea-4177-b94a-33c6ba441a7a,66,985,65010
13d6d8ab-54c6-44f5-a325-69d398a32097,8520dfdc-0e01-40b1-b5c3-d91a72fe538b,ac0200b2-49d0-4920-a09f-aebf7a8982b7,96,974,93504
865f16af-a016-46ef-a6cc-addcdfc5fc12,8520dfdc-0e01-40b1-b5c3-d91a72fe538b,ca326934-521f-4df7-852d-23aebf897ae4,100,794,79400
b95a68b4-70dc-46b0-9ab7-840cc374788e,9fdd4262-7240-4f10-975e-1fe63d9233d2,d69f87fa-5ccf-4bcb-8979-a13c45a2d8b5,38,562,21356
b358466f-749e-4a19-b1b8-b1445a1e9a71,9fdd4262-7240-4f10-975e-1fe63d9233d2,ac0200b2-49d0-4920-a09f-aebf7a8982b7,66,906,59796
f9d26e52-214e-4d27-9ae0-7089fdb8f278,48c1e967-1125-4108-8c17-478f9081c443,dbe68dc0-caea-4177-b94a-33c6ba441a7a,28,128,3584
f7d8b207-cb81-470a-9497-641e5c6d7229,570d2d1b-2376-4e88-95fa-ff75f2945c68,74cf46f1-1385-490b-9916-820cb57e6788,4,744,2976
ed2a0c8d-1884-43cf-a0b0-1d1bb4976e16,570d2d1b-2376-4e88-95fa-ff75f2945c68,ad9ecb23-4b8c-463a-82f8-afb3c98a2ae9,94,881,82814
c43ec67e-8fb3-4ec0-9383-24c5c22eedc5,52a0b523-92d5-4072-8032-ffd650e46da1,e1f8a9b9-ec1f-4951-b427-9548401a0977,27,226,6102
78c345bb-a808-497f-ad04-912f4994a6a1,52a0b523-92d5-4072-8032-ffd650e46da1,f6542ef0-fa58-40a4-8b04-443525808af8,43,344,14792
21116a0e-188f-4c73-b5a7-82e10d59c636,52a0b523-92d5-4072-8032-ffd650e46da1,74cf46f1-1385-490b-9916-820cb57e6788,33,865,28545
7067bfdc-a9dc-4d6b-a49a-80658903e98f,52a0b523-92d5-4072-8032-ffd650e46da1,05aa27ae-0e8a-469a-9eaa-ef642a7e7b62,36,650,23400
af90091e-0694-49c0-bf42-8fb6509d068e,52a0b523-92d5-4072-8032-ffd650e46da1,9c6fa66f-dacc-46b5-8ff5-33325701b853,41,449,18409
8f19c64d-64ba-4af4-abec-6d604b7e0b8e,db56ed37-67a5-4879-b53b-e714b459fd1f,e1f8a9b9-ec1f-4951-b427-9548401a0977,99,209,20691
37599e2a-622e-4116-8991-c89a8bab053f,db56ed37-67a5-4879-b53b-e714b459fd1f,74cf46f1-1385-490b-9916-820cb57e6788,10,997,9970
acca8448-5a67-4dec-8908-4dc704ecc504,db56ed37-67a5-4879-b53b-e714b459fd1f,dbe68dc0-caea-4177-b94a-33c6ba441a7a,5,422,2110
046711d2-e372-4084-9177-2a960cdc3b15,db56ed37-67a5-4879-b53b-e714b459fd1f,7d8f9e92-f969-4301-9d0c-85a59a26df98,51,864,44064
13fbb9d8-9586-4a01-a7cb-3a8288155a97,3552ebc5-24c2-43db-afba-56581f0edd63,dbe68dc0-caea-4177-b94a-33c6ba441a7a,14,657,9198
66b9c16d-9b9b-4587-9c09-25676b2bcde3,3552ebc5-24c2-43db-afba-56581f0edd63,e1f8a9b9-ec1f-4951-b427-9548401a0977,55,727,39985
aad22abf-4651-46ab-b7bb-6143e4f2c1e9,1389a239-6473-4ab9-95f7-ca15763bc9d7,e1f8a9b9-ec1f-4951-b427-9548401a0977,37,778,28786
ab6a04bf-da48-4144-a173-21fa52987211,1389a239-6473-4ab9-95f7-ca15763bc9d7,ca326934-521f-4df7-852d-23aebf897ae4,85,727,61795
6b00a088-59ce-455c-88ea-5ddfb1d65989,1389a239-6473-4ab9-95f7-ca15763bc9d7,889c5b48-9adf-4b0a-b436-ea72dda94f2d,66,531,35046
776b8954-8767-4b21-8bc2-4beed5767445,1389a239-6473-4ab9-95f7-ca15763bc9d7,2b959f72-50bd-40bb-8866-9af791855f2d,93,618,57474
7fff57f8-d419-433e-abbd-fbb3f5dc841e,5eb65d58-c9d0-4352-aeb2-fde47a4541c4,05aa27ae-0e8a-469a-9eaa-ef642a7e7b62,65,536,34840
229af391-ae25-434a-a110-e242cb45e903,ce37b3ed-274c-40b0-ac44-5b391f187d19,ca326934-521f-4df7-852d-23aebf897ae4,74,964,71336
4f96cc05-1ecd-4507-99d6-1bee39402952,ce37b3ed-274c-40b0-ac44-5b391f187d19,05aa27ae-0e8a-469a-9eaa-ef642a7e7b62,18,205,3690
392c8634-c1b8-443d-8911-f4414470309c,ce37b3ed-274c-40b0-ac44-5b391f187d19,f6542ef0-fa58-40a4-8b04-443525808af8,40,934,37360
d83bb9d5-5957-4ec7-bcea-fc872f61e000,ce37b3ed-274c-40b0-ac44-5b391f187d19,ca2cf83e-ceaa-409d-9932-859e047977d6,22,630,13860
b82a3716-3314-4129-ad3e-1b37f33018d9,ce37b3ed-274c-40b0-ac44-5b391f187d19,dbe68dc0-caea-4177-b94a-33c6ba441a7a,56,918,51408
22b911bc-a119-4edd-b269-da975c9101ec,bcc63f44-0c1f-4533-b1a4-9052ce0e1a38,2b959f72-50bd-40bb-8866-9af791855f2d,70,613,42910
dc462dd8-65c8-4bf2-88b3-4443d68e7977,bcc63f44-0c1f-4533-b1a4-9052ce0e1a38,74cf46f1-1385-490b-9916-820cb57e6788,76,123,9348
f8dd6aed-7149-4866-a5dc-df664592116d,7cb9d447-170c-470b-893b-fe03b2f920a6,ca326934-521f-4df7-852d-23aebf897ae4,87,637,55419
54c22719-a12a-41a8-9588-ce14a90cc15c,5e38e2a3-83ec-486c-b5f2-8dc75a06867c,ca2cf83e-ceaa-409d-9932-859e047977d6,97,812,78764
